Index,Protein_ID,NUM_TM,Category,pLDDT_mean_CA,pLDDT_mean_all
475,O43674,1,single-pass transmembrane,82.5484,84.1196
476,O43676,1,single-pass transmembrane,86.828,86.676
477,O43677,1,single-pass transmembrane,81.6539,82.9382
478,O43688,6,medium transmembrane,86.24,85.8527
479,O43699,1,single-pass transmembrane,75.5792,75.9059
480,O43731,7,GPCR transmembrane,91.4598,91.5484
481,O43736,2,medium transmembrane,80.1538,80.3961
482,O43749,7,GPCR transmembrane,85.3644,85.501
483,O43752,1,single-pass transmembrane,81.2499,81.6036
484,O43759,4,medium transmembrane,79.5764,80.2377
485,O43760,4,medium transmembrane,81.0758,81.6683
486,O43761,4,medium transmembrane,80.0946,80.7309
487,O43772,6,medium transmembrane,88.0584,88.251
488,O43808,6,medium transmembrane,85.9561,85.8402
489,O43819,1,single-pass transmembrane,83.3391,83.7775
490,O43825,1,single-pass transmembrane,78.7154,78.9956
491,O43826,12,large transmembrane,82.7616,82.8023
492,O43861,10,large transmembrane,79.5226,79.693
493,O43868,11,large transmembrane,81.8912,81.8164
494,O43869,8,large transmembrane,80.6088,80.2627
495,O43889,2,medium transmembrane,61.1219,61.775
496,O43908,1,single-pass transmembrane,58.8892,58.5773
497,O43909,2,medium transmembrane,83.6675,84.1624
498,O43914,1,single-pass transmembrane,65.0286,64.5493
499,O43916,1,single-pass transmembrane,87.8214,88.274
500,O43934,12,large transmembrane,87.8431,87.8345
501,O60235,1,single-pass transmembrane,90.5605,90.5814
502,O60238,1,single-pass transmembrane,60.9624,61.2847
503,O60241,7,GPCR transmembrane,60.1085,60.7617
504,O60242,7,GPCR transmembrane,62.3523,62.4247
505,O60243,1,single-pass transmembrane,86.4498,87.0957
506,O60245,1,single-pass transmembrane,76.3652,76.8992
507,O60266,12,large transmembrane,76.0578,76.4234
508,O60279,1,single-pass transmembrane,55.8278,55.7073
509,O60309,2,medium transmembrane,42.8762,43.1555
510,O60312,10,large transmembrane,70.4955,71.2685
511,O60320,4,medium transmembrane,58.9598,59.0408
512,O60330,1,single-pass transmembrane,75.0707,75.4823
513,O60337,2,medium transmembrane,77.5418,78.2795
514,O60353,7,GPCR transmembrane,72.6857,73.473
515,O60359,4,medium transmembrane,67.8417,67.3158
516,O60391,3,medium transmembrane,74.7447,75.0119
517,O60397,1,single-pass transmembrane,78.8516,78.6713
518,O60403,7,GPCR transmembrane,88.1113,88.1831
519,O60404,7,GPCR transmembrane,86.0387,86.0536
520,O60412,7,GPCR transmembrane,88.5704,88.7778
521,O60423,10,large transmembrane,75.0013,75.3945
522,O60427,4,medium transmembrane,94.6963,95.1449
523,O60431,7,GPCR transmembrane,82.8743,83.0643
524,O60449,1,single-pass transmembrane,75.6088,75.7631
525,O60462,1,single-pass transmembrane,78.2557,78.4997
526,O60469,1,single-pass transmembrane,70.1174,70.5274
527,O60476,1,single-pass transmembrane,85.5813,86.0477
528,O60478,7,GPCR transmembrane,69.1191,69.6474
529,O60486,1,single-pass transmembrane,79.5358,79.9309
530,O60487,1,single-pass transmembrane,89.2901,89.4777
531,O60499,1,single-pass transmembrane,81.6629,82.2803
532,O60500,1,single-pass transmembrane,76.8192,76.7297
533,O60503,12,large transmembrane,70.3049,71.0904
534,O60512,1,single-pass transmembrane,88.2507,88.7241
535,O60513,1,single-pass transmembrane,90.2935,90.7358
536,O60602,1,single-pass transmembrane,88.9096,89.0651
537,O60603,1,single-pass transmembrane,87.9911,87.9056
538,O60635,5,medium transmembrane,88.4412,88.5479
539,O60636,4,medium transmembrane,86.6805,86.5253
540,O60637,4,medium transmembrane,87.8247,87.5059
541,O60656,1,single-pass transmembrane,92.3472,92.5251
542,O60667,1,single-pass transmembrane,65.5173,65.583
543,O60669,12,large transmembrane,84.3733,84.2903
544,O60683,6,medium transmembrane,82.66,82.9475
545,O60704,1,single-pass transmembrane,91.2204,91.4394
546,O60706,17,large transmembrane,81.8063,81.8172
547,O60721,11,large transmembrane,54.8371,55.5349
548,O60725,8,large transmembrane,93.3306,93.7484
549,O60741,6,medium transmembrane,68.8795,70.5645
550,O60755,7,GPCR transmembrane,80.4907,81.3667
551,O60756,1,single-pass transmembrane,56.7123,56.862
552,O60774,1,single-pass transmembrane,93.2367,93.1341
553,O60779,12,large transmembrane,81.1145,81.2797
554,O60830,4,medium transmembrane,82.7067,81.5056
555,O60831,4,medium transmembrane,84.0098,83.7258
556,O60840,24,large transmembrane,66.5372,67.3247
557,O60858,2,medium transmembrane,79.7755,79.5987
558,O60883,7,GPCR transmembrane,67.8616,68.0042
559,O60894,1,single-pass transmembrane,89.6829,89.914
560,O60895,1,single-pass transmembrane,80.9853,82.2946
561,O60896,1,single-pass transmembrane,87.7408,88.163
562,O60906,2,medium transmembrane,89.8355,90.2355
563,O60909,1,single-pass transmembrane,86.5682,87.7419
564,O60928,2,medium transmembrane,83.0207,83.2944
565,O60931,7,GPCR transmembrane,88.8825,88.7389
566,O60939,1,single-pass transmembrane,85.8297,86.0975
567,O75015,1,single-pass transmembrane,88.397,88.8099
568,O75019,1,single-pass transmembrane,83.7287,84.1516
569,O75022,1,single-pass transmembrane,73.7922,74.1108
570,O75023,1,single-pass transmembrane,75.7108,76.4192
571,O75027,6,medium transmembrane,78.648,78.724
572,O75051,1,single-pass transmembrane,84.1244,84.4016
573,O75054,1,single-pass transmembrane,81.4324,81.7245
574,O75056,2,medium transmembrane,52.8182,53.0158
575,O75063,1,single-pass transmembrane,93.0854,93.0484
576,O75069,4,medium transmembrane,59.6683,61.4208
577,O75071,1,single-pass transmembrane,67.4235,67.5927
578,O75072,1,single-pass transmembrane,92.2925,92.786
579,O75074,1,single-pass transmembrane,67.8226,68.7225
580,O75077,1,single-pass transmembrane,76.2786,76.565
581,O75078,1,single-pass transmembrane,78.9701,79.2731
582,O75084,7,GPCR transmembrane,82.968,84.1491
583,O75096,1,single-pass transmembrane,76.9745,77.4554
584,O75106,1,single-pass transmembrane,93.6838,94.002
585,O75110,9,large transmembrane,84.3659,84.4576
586,O75121,2,medium transmembrane,61.5171,61.7856
587,O75129,2,medium transmembrane,64.4176,65.1341
588,O75144,1,single-pass transmembrane,82.3054,82.7167
589,O75185,10,large transmembrane,82.0387,81.9512
590,O75192,6,medium transmembrane,88.1664,88.0658
591,O75197,1,single-pass transmembrane,78.1718,78.9306
592,O75204,4,medium transmembrane,77.7795,77.5276
593,O75264,2,medium transmembrane,65.9575,66.1311
594,O75298,3,medium transmembrane,51.3017,51.1261
595,O75309,1,single-pass transmembrane,82.7683,83.1589
596,O75310,1,single-pass transmembrane,93.0528,93.05
597,O75311,4,medium transmembrane,84.144,84.3621
598,O75324,1,single-pass transmembrane,65.7882,65.3857
599,O75325,1,single-pass transmembrane,83.003,83.5731
600,O75352,7,GPCR transmembrane,89.3538,89.1954
601,O75354,1,single-pass transmembrane,83.3213,83.1313
602,O75355,2,medium transmembrane,90.6676,90.6401
603,O75379,1,single-pass transmembrane,81.0403,80.978
604,O75381,1,single-pass transmembrane,67.558,68.1756
605,O75387,12,large transmembrane,79.379,79.7197
606,O75388,7,GPCR transmembrane,80.5364,80.7404
607,O75396,1,single-pass transmembrane,83.6781,83.8568
608,O75425,2,medium transmembrane,75.0155,75.6385
609,O75427,1,single-pass transmembrane,66.1499,67.0244
610,O75438,1,single-pass transmembrane,92.4086,92.3815
611,O75460,1,single-pass transmembrane,73.7048,74.4688
612,O75473,7,GPCR transmembrane,80.6157,80.7447
613,O75477,1,single-pass transmembrane,84.6353,84.9354
614,O75487,4,medium transmembrane,83.2681,83.7614
615,O75508,4,medium transmembrane,85.9959,85.8273
616,O75509,1,single-pass transmembrane,68.8029,69.4074
617,O75578,1,single-pass transmembrane,86.0142,85.8868
618,O75631,1,single-pass transmembrane,78.845,79.0126
619,O75712,4,medium transmembrane,78.2237,79.1805
620,O75751,12,large transmembrane,83.6605,83.7822
621,O75752,1,single-pass transmembrane,89.6928,89.7148
622,O75762,6,medium transmembrane,81.7042,81.5129
623,O75783,8,large transmembrane,72.1447,72.5054
624,O75787,1,single-pass transmembrane,80.3295,80.4152
625,O75795,1,single-pass transmembrane,93.3629,93.4515
626,O75829,1,single-pass transmembrane,69.6926,69.6204
627,O75841,4,medium transmembrane,85.9247,85.7589
628,O75844,7,GPCR transmembrane,89.1185,89.2822
629,O75845,5,medium transmembrane,92.654,93.0011
630,O75871,1,single-pass transmembrane,77.1059,76.8492
631,O75880,1,single-pass transmembrane,77.4539,77.6226
632,O75881,1,single-pass transmembrane,91.9169,92.3669
633,O75882,1,single-pass transmembrane,79.1257,79.5503
634,O75899,8,large transmembrane,77.4576,77.7821
635,O75907,10,large transmembrane,80.4465,81.9389
636,O75908,9,large transmembrane,81.683,82.266
637,O75911,1,single-pass transmembrane,94.3177,94.2826
638,O75915,2,medium transmembrane,89.1663,89.1805
639,O75920,1,single-pass transmembrane,62.3902,63.4473
640,O75923,1,single-pass transmembrane,78.4626,79.0172
641,O75949,3,medium transmembrane,62.9935,63.6908
642,O75954,3,medium transmembrane,89.4019,89.4738
643,O75976,1,single-pass transmembrane,82.905,83.5933
644,O76000,7,GPCR transmembrane,85.775,85.592
645,O76001,7,GPCR transmembrane,87.9817,88.2013
646,O76002,7,GPCR transmembrane,89.0191,88.9816
647,O76024,2,medium transmembrane,73.482,74.1002
648,O76036,1,single-pass transmembrane,83.9042,84.1108
649,O76062,10,large transmembrane,93.313,93.5807
650,O76082,12,large transmembrane,86.6892,86.6247
651,O76090,4,medium transmembrane,71.8414,72.4565
652,O76095,1,single-pass transmembrane,78.334,79.286
653,O76099,7,GPCR transmembrane,87.3677,87.6699
654,O76100,7,GPCR transmembrane,87.5631,87.554
655,O94759,6,medium transmembrane,78.0359,78.3223
656,O94766,1,single-pass transmembrane,92.6124,92.7157
657,O94777,2,medium transmembrane,91.8257,91.7271
658,O94778,6,medium transmembrane,91.0237,90.7768
659,O94823,10,large transmembrane,70.8656,71.4329
660,O94856,1,single-pass transmembrane,76.0139,76.9403
661,O94876,3,medium transmembrane,62.7325,64.3626
662,O94886,11,large transmembrane,74.6367,75.3016
663,O94898,1,single-pass transmembrane,74.7061,75.1156
664,O94901,2,medium transmembrane,59.9309,60.5224
665,O94910,7,GPCR transmembrane,69.6488,70.6779
666,O94911,12,large transmembrane,78.8268,78.878
667,O94923,1,single-pass transmembrane,88.5052,88.8261
668,O94933,1,single-pass transmembrane,64.0854,65.0334
669,O94956,12,large transmembrane,78.5428,78.8895
670,O94966,1,single-pass transmembrane,68.1794,69.6192
671,O94985,1,single-pass transmembrane,76.8893,77.2688
672,O94991,1,single-pass transmembrane,65.9251,66.3435
673,O95006,7,GPCR transmembrane,88.6583,88.5679
674,O95007,7,GPCR transmembrane,86.0736,85.9128
675,O95013,7,GPCR transmembrane,89.646,89.7414
676,O95025,1,single-pass transmembrane,84.0507,83.9312
677,O95047,7,GPCR transmembrane,77.9473,77.7744
678,O95069,5,medium transmembrane,76.4883,76.7713
679,O95070,5,medium transmembrane,74.0752,74.5941
680,O95136,7,GPCR transmembrane,82.8115,82.9942
681,O95139,1,single-pass transmembrane,89.4514,89.6357
682,O95140,2,medium transmembrane,81.5064,81.8254
683,O95150,1,single-pass transmembrane,81.5351,82.1139
684,O95159,1,single-pass transmembrane,74.0654,74.301
685,O95167,1,single-pass transmembrane,96.8111,96.8577
686,O95168,1,single-pass transmembrane,94.8598,94.8473
687,O95169,1,single-pass transmembrane,88.0189,88.7998
688,O95178,1,single-pass transmembrane,71.6356,73.469
689,O95180,24,large transmembrane,57.6781,58.8298
690,O95183,1,single-pass transmembrane,79.4832,80.2224
691,O95185,1,single-pass transmembrane,77.9312,78.5468
692,O95196,1,single-pass transmembrane,52.2333,52.8867
693,O95197,3,medium transmembrane,42.7152,43.2516
694,O95206,1,single-pass transmembrane,70.7906,71.3959
695,O95214,4,medium transmembrane,81.7719,80.9395
696,O95221,7,GPCR transmembrane,88.0675,87.8909
697,O95222,7,GPCR transmembrane,83.4217,83.0527
698,O95237,2,medium transmembrane,84.0489,84.4452
699,O95249,1,single-pass transmembrane,84.1497,84.5693
700,O95255,17,large transmembrane,81.0295,81.4079
701,O95256,1,single-pass transmembrane,77.7373,77.7222
702,O95259,6,medium transmembrane,73.1233,73.9464
703,O95264,4,medium transmembrane,82.0318,82.399
704,O95279,4,medium transmembrane,68.7475,69.7582
705,O95292,1,single-pass transmembrane,76.876,77.49
706,O95297,1,single-pass transmembrane,76.6655,77.5613
707,O95298,2,medium transmembrane,90.8943,90.9719
708,O95342,12,large transmembrane,83.0261,83.1353
709,O95371,7,GPCR transmembrane,82.2352,82.3896
710,O95377,4,medium transmembrane,78.2921,78.6368
711,O95395,1,single-pass transmembrane,94.0733,94.0097
712,O95406,4,medium transmembrane,86.0965,86.5281
713,O95424,1,single-pass transmembrane,69.5258,70.3046
714,O95427,17,large transmembrane,87.7366,87.9043
715,O95436,9,large transmembrane,72.6399,72.9699
716,O95452,4,medium transmembrane,82.1557,82.2752
717,O95461,1,single-pass transmembrane,85.6114,86.2986
718,O95470,1,single-pass transmembrane,91.909,91.8796
719,O95471,4,medium transmembrane,82.3945,82.2495
720,O95473,4,medium transmembrane,77.7295,78.4768
721,O95476,1,single-pass transmembrane,90.4114,90.1141
722,O95477,12,large transmembrane,73.9155,74.1458
723,O95484,4,medium transmembrane,81.4035,81.1809
724,O95490,7,GPCR transmembrane,68.6246,69.2973
725,O95498,1,single-pass transmembrane,91.7467,92.1241
726,O95500,4,medium transmembrane,81.2403,81.0835
727,O95528,12,large transmembrane,74.8634,74.9765
728,O95562,4,medium transmembrane,78.6702,78.6259
729,O95563,3,medium transmembrane,89.6483,89.6087
730,O95573,1,single-pass transmembrane,88.6288,88.6056
731,O95622,12,large transmembrane,72.8718,73.6419
732,O95665,5,medium transmembrane,78.5073,78.898
733,O95672,1,single-pass transmembrane,87.5594,88.4017
734,O95674,9,large transmembrane,81.3501,81.9563
735,O95727,1,single-pass transmembrane,72.8791,72.8752
736,O95754,1,single-pass transmembrane,82.9937,83.7149
737,O95772,4,medium transmembrane,59.0215,59.594
738,O95800,7,GPCR transmembrane,64.3294,64.4262
739,O95803,1,single-pass transmembrane,90.3048,90.5276
740,O95807,4,medium transmembrane,83.1113,83.0006
741,O95832,4,medium transmembrane,84.8525,84.7004
742,O95838,7,GPCR transmembrane,73.1583,74.1377
743,O95857,4,medium transmembrane,90.0216,90.2628
744,O95858,4,medium transmembrane,87.4155,87.943
745,O95859,4,medium transmembrane,77.8159,77.8172
746,O95864,4,medium transmembrane,94.8422,95.2438
747,O95866,1,single-pass transmembrane,72.7541,72.5656
748,O95867,1,single-pass transmembrane,85.0027,85.1027
749,O95870,2,medium transmembrane,89.6097,89.8808
750,O95873,2,medium transmembrane,58.2759,58.5026
751,O95907,12,large transmembrane,77.7056,77.9617
752,O95918,7,GPCR transmembrane,88.9164,88.9193
753,O95944,1,single-pass transmembrane,74.32,74.9726
754,O95976,1,single-pass transmembrane,79.4526,78.8873
755,O95977,7,GPCR transmembrane,79.2939,79.3957
756,O95992,5,medium transmembrane,91.4012,92.0387
757,O96002,1,single-pass transmembrane,79.6819,79.7361
758,O96005,7,GPCR transmembrane,69.1031,70.5843
759,O96011,6,medium transmembrane,88.0693,89.4567
760,P00156,8,large transmembrane,97.7347,97.7664
761,P00167,1,single-pass transmembrane,80.9995,81.3601
762,P00387,1,single-pass transmembrane,94.1269,94.198
763,P00395,12,large transmembrane,96.1619,96.1362
764,P00403,2,medium transmembrane,94.6578,94.7487
765,P00414,7,GPCR transmembrane,98.0678,98.0953
766,P00533,1,single-pass transmembrane,76.1778,76.5209
767,P00742,1,single-pass transmembrane,79.6459,79.8479
768,P00846,4,medium transmembrane,88.8592,88.8491
769,P01130,1,single-pass transmembrane,75.2264,75.5918
770,P01133,1,single-pass transmembrane,68.7557,69.1731
771,P01135,1,single-pass transmembrane,66.8896,66.8868
772,P01375,1,single-pass transmembrane,84.8357,85.0077
773,P01589,1,single-pass transmembrane,72.3539,72.5083
774,P01730,1,single-pass transmembrane,85.4779,85.5718
775,P01732,1,single-pass transmembrane,78.4359,79.2366
776,P01833,1,single-pass transmembrane,76.6779,77.2179
777,P01848,1,single-pass transmembrane,91.9297,92.0494
778,P01850,1,single-pass transmembrane,94.0838,94.0238
779,P01889,1,single-pass transmembrane,88.266,89.4201
780,P01893,1,single-pass transmembrane,87.9382,88.9199
781,P01903,1,single-pass transmembrane,89.1139,89.5859
782,P01906,1,single-pass transmembrane,88.8314,89.4776
783,P01909,1,single-pass transmembrane,88.052,88.7142
784,P01911,1,single-pass transmembrane,88.1795,89.125
785,P01920,1,single-pass transmembrane,86.543,87.1121
786,P02708,4,medium transmembrane,81.3297,81.636
787,P02724,1,single-pass transmembrane,59.2034,59.3221
788,P02730,12,large transmembrane,81.4164,81.7639
789,P02786,1,single-pass transmembrane,86.6959,86.8098
790,P03886,8,large transmembrane,91.6779,91.7783
791,P03891,11,large transmembrane,95.1282,95.1294
792,P03897,3,medium transmembrane,91.311,91.1555
793,P03901,3,medium transmembrane,88.9878,88.5664
794,P03905,14,large transmembrane,94.3161,94.3396
795,P03915,16,large transmembrane,92.9177,92.9156
796,P03923,5,medium transmembrane,83.8729,83.6646
797,P03928,1,single-pass transmembrane,73.5459,73.3084
798,P03986,1,single-pass transmembrane,81.7733,82.0014
799,P03999,7,GPCR transmembrane,85.7679,85.944
800,P04000,7,GPCR transmembrane,82.3234,82.5084
801,P04001,7,GPCR transmembrane,83.0043,83.164
802,P04035,8,large transmembrane,76.574,76.1354
803,P04156,1,single-pass transmembrane,64.2581,66.2646
804,P04201,7,GPCR transmembrane,82.8569,83.0802
805,P04216,1,single-pass transmembrane,82.5316,83.0567
806,P04233,1,single-pass transmembrane,70.113,70.6714
807,P04234,1,single-pass transmembrane,77.5568,77.4809
808,P04439,1,single-pass transmembrane,87.2785,88.2743
809,P04440,1,single-pass transmembrane,86.338,87.1376
810,P04626,1,single-pass transmembrane,74.2593,74.9092
811,P04629,3,medium transmembrane,78.2477,78.9531
812,P04798,1,single-pass transmembrane,95.4976,95.5376
813,P04839,6,medium transmembrane,90.3639,90.3958
814,P04843,1,single-pass transmembrane,90.1749,90.7298
815,P04844,3,medium transmembrane,89.2577,89.5048
816,P04920,13,large transmembrane,65.9056,66.6995
817,P04921,1,single-pass transmembrane,65.6377,65.7207
818,P05023,10,large transmembrane,88.4928,88.6992
819,P05026,1,single-pass transmembrane,89.3122,89.4138
820,P05067,1,single-pass transmembrane,67.4464,68.1573
821,P05106,1,single-pass transmembrane,87.3102,87.496
822,P05107,1,single-pass transmembrane,85.8154,86.0002
823,P05141,6,medium transmembrane,91.3766,91.433
824,P05177,1,single-pass transmembrane,95.5722,95.6767
825,P05181,1,single-pass transmembrane,96.3469,96.4323
826,P05362,1,single-pass transmembrane,88.3582,88.5749
827,P05496,2,medium transmembrane,73.6456,72.6958
828,P05538,1,single-pass transmembrane,86.5549,87.046
829,P05556,1,single-pass transmembrane,85.8767,86.0256
830,P05981,1,single-pass transmembrane,91.0718,91.3909
831,P06028,1,single-pass transmembrane,66.1066,66.5197
832,P06126,1,single-pass transmembrane,88.7187,89.2181
833,P06127,1,single-pass transmembrane,73.273,73.2704
834,P06133,1,single-pass transmembrane,94.3673,94.3889
835,P06213,1,single-pass transmembrane,77.7998,78.4875
836,P06340,1,single-pass transmembrane,89.8065,90.253
837,P06729,1,single-pass transmembrane,77.747,78.2976
838,P06734,1,single-pass transmembrane,85.9982,86.3189
839,P06756,1,single-pass transmembrane,88.2875,88.1903
840,P07202,1,single-pass transmembrane,83.8459,84.3963
841,P07204,1,single-pass transmembrane,78.8991,79.5691
842,P07306,1,single-pass transmembrane,86.6377,86.7657
843,P07307,1,single-pass transmembrane,78.354,79.096
844,P07333,1,single-pass transmembrane,78.1005,78.3709
845,P07359,1,single-pass transmembrane,63.9416,64.2676
846,P07510,4,medium transmembrane,81.1926,81.8491
